省	市	区	地址
山东省	临沂市	经济技术开发区人民医院	
广西壮族自治区	柳州市	铁路局中心医院	
北京市	北京市	中国人民解放军北京军区药品器材供应站	
河南省	郑州市	金水中医院	
黑龙江省	鹤岗市	惠民医院	
天津市	天津市	现代和谐医院	
云南省	玉溪市	博亚医院	
江西省	火电建设公司职工医院		
重庆市	重庆市	合川区	第二人民医院
重庆市	重庆市	医科大学附属第一医院第一分院	
山东省	东营市	河口区	中医院
河南省	大有能源股份有限公司千秋煤矿职工医院		
云南省	迪庆藏族自治州	维西傈僳族自治县	人民医院
山东省	泰安市	新汶矿业集团有限责任公司翟镇煤矿医院	
兖矿集团唐村煤矿医院			
云南省	昆明市	五华保健医院	
云南省	昆明市	曙光医院	
吉林省	长春市	中医药大学附属医院二部	
贵州省	遵义市	中医院老年护理院	
辽河油田总医院欢喜岭医院			
河南省	焦作市	角美集团中央医院	
新疆维吾尔自治区	焦煤(集团)有限责任公司职工医院		
江苏省	南京市	建邺区	中医医院
湖南省	长沙市	仁康医院	
河北省	廊坊市	广阳区	华北石油廊坊矿区第一医院
辽宁省	沈阳市	阜康市	中西医结合医院
江苏省	南通市	良春中医医院	
重庆市	重庆市	南川区	第二人民医院
山西省	吕梁市	卫校附属医院	
广东省	佛山市	顺德区	杏坛医院
江苏省	无锡市	宜兴市	人民医院川埠分院
四川省	绵阳市	407医院	
河南省	周口市	太康县	成人中专附属医院
吉林省	延边朝鲜族自治州	珲春市	矿业有限责任公司总医院
江苏省	常州市	金坛区	博爱医院
江苏省	苏州市	常熟市	第六人民医院
内蒙古自治区	呼伦贝尔市	鄂伦春自治旗	中蒙医院
中国人民解放军海军91676部队医院			
江苏省	泰州市	高港中医医院	
黑龙江省	齐齐哈尔市	龙沙区	医院
山东省	临沂市	莒南县	中医医院
广东省	电白县人民医院		
广东省	珠海市	金鼎医院	
安徽省	安庆市	岳西县	人民医院
河南省	驻马店市	遂平县	第二人民医院
山东省	菏泽市	牡丹区	中医医院
赣榆县中医院			
江苏省	泰州市	高港第二人民医院	
四川省	成都市	军研生物医学研究所附属糖尿病医院	
山东省	青岛市	曙光医院	
兵团农十2师3坪农场职工医院			
湖南省	长沙市	中医医院南院	
湖南省	长沙市	195医院	
山东省	青岛市	平度市	福康医院
河北省	天津市	北方医院	
天津市	天津市	同康医院	
湖北省	荆门市	京山市	卫校附属医院
山东省	济宁市	拖拉机厂职工医院	
新疆维吾尔自治区	伊犁哈萨克自治州	霍尔果斯市	口岸人民医院
山东省	济南市	东方市	红医院
山东省	淄博市	高青县	第二人民医院
福建省	漳州市	龙海市	中医院
天津市	天津市	津市市	红桥建桥医院
天津市	天津市	津市市	静海县独流分医院
山东省	潍坊市	同心医院	
山东省	潍坊市	帛纺纺织有限公司职工医院	
山东省	泰安市	肥城市	矿业集团直属单位职工医院
山东省	临沂市	友谊医院	
山东省	临沂市	费县	中医医院
山东省	聊城市	东阿县	中医院
山东省	滨州市	博兴县	中医医院
湖南省	华润电力鲤鱼江有限公司职工医院		
山西省	阳泉市	南庄煤矿医院	
浙江省	大学医学院附属第二医院分院		
辽宁省	沈阳市	沈河区	第二中医院
甘肃省	兰州市	武警总队医院	
河南省	郑州市	国医堂医院	
河南省	平顶山市	郏县	第二人民医院
河南省	南阳市	唐河县	公费医疗医院
陕西省	西安市	西安天坛医院	
解放军第五三六医院			
甘肃省	武威市	铁路医院	
河北省	唐山市	中医医院分院东院	
湖南省	益阳市	第一中医院	
四川省	绵阳市	西南科技大学医院	
内蒙古自治区	赤峰市	第二医院	
内蒙古自治区	赤峰市	林西县	中蒙医院
云南省	曲靖市	宣威市	田坝煤矿职工医院
黑龙江省	神志病医院		
山西省	晋中市	介休市	新华医院
河南省	焦作市	煤业(集团)有限责任公司中央医院焦西分院	
甘肃省	酒泉市	农垦小宛农场职工医院	
辽宁省	沈阳市	新民市	玛纳斯新民医院
海南省	海口市	琼山区	中医院
湖南省	郴州市	永兴县	马矿医院
江西省	南昌市	钢铁公司职工医院	
湖南省	湘潭市	东方市	医院
甘肃省	庆阳市	华池县	中医医院
青海省	黄南藏族自治州	泽库县	黄南州泽库县人民医院
南华大学附属南华医院南岳分院			
河南省	信阳市	财贸医院	
山西省	临汾市	霍州市	中医医院
辽宁省	朝阳市	温泉理疗医院	
云南省	丽江市	友好医院	
内蒙古自治区	锡林郭勒盟	苏尼特左旗	医院
陕西省	渭南市	韩城市	中医医院
湖南省	郴州市	永兴惠民医院	
安徽省	淮南市	谢家集区	人民医院
四川省	乐山市	恒康医院(原棉竹医院)	
内蒙古自治区	乌海市	仁康医院	
浙江省	宁波市	港第二职工医院	
湖南省	郴州市	德田医院	
湖南省	郴州市	永兴恒安医院	
江苏省	南通市	如皋市	阳光医院
黑龙江省	佳木斯市	金天爱心医院	
广东省	惠州市	博罗县	长宁镇人民医院
广东省	八建职工医院		
广西壮族自治区	百色市	西林县	人民医院
河北省	邯郸市	仁爱医院	
吉林省	白山市	仁康医院	
黑龙江省	佳木斯市	佳联医院	
广东省	韶关市	地质勘查局韶关地质职工医院(七零六)	
甘肃省	大肠肛门病医院		
广东省	广州市	芳村区第二人民医院	
广东省	广州市	金康医院	
山东省	济宁市	第一人民医院高新区医院	
吉林省	延边朝鲜族自治州	安图县	第二人民医院
江西省	宜春市	樟树市	第二人民医院
贵州省	安顺市	普定县	中医医院
黑龙江省	大庆市	金诃医院	
湖南省	衡阳市	第三人民医院(南院)	
河南省	驻马店市	确山县	中医院
江苏省	常州市	溧阳市	经济开发区医院
吉林省	长春市	朝阳区	东北电力设计院医院
河南省	周口市	鹿邑县	高集新王医院
三一0医院			
青海省	果洛藏族自治州	甘德县	果洛州甘德县人民医院
国营103厂职工医院			
广西壮族自治区	桂林市	轮胎厂职工医院	
海南省	国营乘坡农场医院		
海南省	国营加来农场医院		
湖南省	郴州市	资兴市	东江水电厂医院
湖南省	益阳市	安化县	大福医院
黑龙江省	鸡西市	协和医院	
辽宁省	东北中能建电力医院		
贵州省	安顺市	中医院	
吉林省	四平市	梨树博爱医院	
浙江省	舟山市	中医院	
河南省	鹤壁市	煤业(集团)有限责任公司九矿医院	
斗门侨立中医院			
陕西省	燎原航空机械制造公司职工医院		
辽宁省	鞍山市	钢铁集团公司曙光医院	
河南省	漯河市	柳江医院	
天津市	天津市	名津代谢病医院	
河南省	周口市	承悦糖尿病医院	
江苏省	宿迁市	宿豫区	新庄镇医院
安徽省	阜阳市	颍州区	人民医院
陕西省	安康市	白河县	中医医院
江苏省	苏州市	常熟市	徐市医院
峰峰集团有限公司通二矿医院			
新疆维吾尔自治区	生产建设兵团第一师林园医院		
黔南州中医医院			
广东省	佛山市	三水区	中医院
陕西省	宝鸡市	圣得康医院	
73301部队医院			
安徽省	蚌埠市	汽车运输总公司职工医院	
山西省	晋城市	高平市	众和医院
广东省	东莞市	东华医院有限公司	
西南铝业有限公司职工医院			
浙江省	杭州市	中医医院	
浙江省	温州市	乐清市	虹丰医院
安徽省	阜阳市	界首市	协和医院
河北省	保定市	钞票纸厂职工医院	
北京市	北京市	天堂河农场医院	
北京市	北京市	大兴区	心康医院
哈师大医院			
四川省	西华大学医院		
吉林省	辽源市	东丰县	二院
四川省	成都市	棕南医院	
511厂职工医院			
澄海市大东医院			
江苏省	盐城市	滨海县	头罾医院
广东省	广州市	大学校医院	
河南省	许昌市	阳光医院	
吉林省	长春市	佳仁医院	
天津市	天津市	中医药大学第一附属医院南院区	
河南省	鹤壁市	煤业(集团)有限责任公司工程处医院	
新疆维吾尔自治区	阿克苏地区	阿克苏市	友好医院
九原新仁和医院			
北京市	北京市	朝阳区	小红门医院
泸天化医院			
广西壮族自治区	防城港市	中医医院	
河北省	沧州市	泊头市	中医医院
四川省	成都市	铁路分局医院东站分院	
辽宁省	朝阳市	双塔区	医院
江苏省	无锡市	锡山人民医院东亭分院	
辰溪煤矿附属医院			
辽宁省	阜新市	太平区	第二人民医院
浙江省	金华市	永康市	龙川家医院
广西壮族自治区	钦州市	中西医结合医院	
重庆市	重庆市	云阳县	云安人民医院
陕西省	光大医院		
内蒙古自治区	鄂尔多斯市	乌审旗	人民医院
西青济民医院			
四川省	绵阳市	国营第608厂职工医院	
甘肃省	甘南藏族自治州	合作市	新型农村合作医疗定点医院
新疆维吾尔自治区	生产建设兵团农四师六十三团医院		
黑龙江省	哈尔滨市	阿城区	医疗保险定点医院
内蒙古自治区	包头市	东河区	中医医院
天津市	天津市	红桥福田中医医院	
贵州省	毕节市	黔西县	人民医院
黑龙江省	牡丹江市	八面通林业局医院	
河北省	医科大学第四医院东院		
山东省	临沂市	兰陵县	人民医院
景谷中医医院			
湖北省	鄂州市	红十字医院	
广东省	梅州市	兴宁市	鸿惠医院有限公司
河南省	许昌市	交通医院	
中国医科大学附属盛京医院滑翔院区			
西门街道医院			
河北省	医科大学第三医院(西院)		
山东省	济南市	历下区	第三人民医院西院区
北京市	北京市	善方医院有限公司	
麦盖提济民医院			
浙江省	杭州市	仁馨老年病医院有限公司	
大兴安岭农场管理局中心医院			
福建省	泉州市	惠安县	施雄中西医结合医院
北京市	北京市	中医药大学孙思邈医院	
河南省	南阳市	张仲景医院	
福建省	福州市	闽侯县	中医院
黑龙江省	佳木斯市	汤原县	人民医院
山东省	青岛市	凯祥中医针灸医院	
甘孜卫校附属医院			
巴音郭楞蒙古自治州第二师22团医院			
新疆维吾尔自治区	喀什地区	巴楚县	天山医院
四川省	攀枝花市	九龙医院	
从化市吕田镇医院			
河北省	张家口市	宏泽糖尿病医院	
安徽省	人大常委会机关医院		
天津市	天津市	津市市	蓟州区新城医院
海南省	农垦中建医院		
辽宁省	阜新市	发电厂职工医院	
广东省	佛山市	高明区	人民医院人和分院
河北省	唐山市	交通运输集团有限公司海扶医院	
四川省	成都市	高新同爱医院	
四川省	成都市	金牛城视医院	
岔路医院			
重庆市	重庆市	万州区	第三中医院
山西省	临汾市	建筑工程公司职工医院	
浙江省	杭州市	萧山和平老年病医院	
天津市	天津市	南开康泰医院	
山东省	体育运动技术学院医院		
宁夏回族自治区	朝阳市	第五人民医院朝阳医院	
福建省	南平市	邵武市	煤矿医院
山西省	太原市	矿机医院	
广西壮族自治区	北海市	合浦县	第三医院
安徽省	合肥市	庐江矾矿职工医院	
辽宁省	阜新市	矿业(集团)有限责任公司总医院	
辽宁省	健康产业集团铁煤总医院		
浙江省	杭州市	萧山区	第二人民医院
中国医科大学航空总医院			
吉林省	吉林市	油田总医院	
浙江省	杭州市	江干区	四季青医院
临安市中医医院			
浙江省	宁波市	余姚市	第四人民医院
重庆市	重庆市	南岸区	海棠溪医院
黑龙江省	哈尔滨市	双城市中医院	
黑龙江省	哈尔滨市	嘉润医院	
黑龙江省	哈尔滨市	巴彦县	中医院
奉化市第二医院			
山东省	滨州市	邹平市	县梁邹医院
青海省	海东市	化隆县藏医院	
新疆维吾尔自治区	兵团农九师一六二团医院		
航空航天部第364职工医院			
河北省	廊坊市	同济中西医结合医院	
天津市	天津市	津市市	海后医院
黑龙江省	哈尔滨市	木兰县	中医医院
黑龙江省	武警黑龙江省总队医院		
浙江省	温州市	文成县	人民医院
江西省	新余市	矿业医院	
天津市	天津市	津市市	宝坻区中医医院
黑龙江省	农垦总局红兴隆分局中心医院		
黑龙江省	鸡西市	中医医院医	
